token,label
explore,O
ways,O
of,O
increasing,O
evaluation,B
quality,I
when,O
only,O
one,O
human,B
model,I
summary,I
is,O
available,O
as,O
a,O
gold,B
standard,I
.,O
We,O
introduce,O
pseudomodels,B
",",O
which,O
are,O
system,B
summaries,I
deemed,O
to,O
contain,O
good,O
content,O
according,O
to,O
automatic,B
evaluation,I
.,O
Combining,O
the,O
pseudomodels,B
with,O
the,O
single,B
human,I
model,I
to,O
form,O
the,O
gold,B
-,I
standard,I
leads,O
to,O
higher,O
correlations,B
with,O
human,O
judgments,O
compared,O
to,O
using,O
only,O
the,O
one,O
available,O
model,B
.,O
Finally,O
",",O
we,O
explore,O
the,O
feasibility,O
of,O
another,O
measure,B
â,I
similarity,I
between,O
a,O
system,O
summary,O
and,O
the,O
pool,O
of,O
all,O
other,O
system,O
summaries,O
for,O
the,O
same,O
input,O
.,O
This,O
method,O
of,O
comparison,O
with,O
the,O
consensus,O
of,O
systems,O
produces,O
impressively,O
accurate,O
rankings,O
of,O
system,O
summaries,O
",",O
achieving,O
correlation,B
with,O
human,O
rankings,O
above,O
0.9,O
.,O
Word,B
sense,I
disambiguation,I
(,O
WSD,B
),O
is,O
an,O
old,O
and,O
important,O
task,O
in,O
computational,B
linguistics,I
that,O
still,O
remains,O
challenging,O
",",O
to,O
machines,O
as,O
well,O
as,O
to,O
human,O
annotators,B
.,O
Recently,O
there,O
have,O
been,O
several,O
proposals,O
for,O
representing,O
word,O
meaning,O
in,O
context,B
that,O
diverge,O
from,O
the,O
traditional,O
use,O
of,O
a,O
single,O
best,O
sense,O
for,O
each,O
occurrence,O
.,O
They,O
represent,O
word,O
meaning,O
in,O
context,B
through,O
multiple,O
paraphrases,O
",",O
as,O
points,O
in,O
vector,B
space,I
",",O
or,O
as,O
distributions,B
over,O
latent,O
senses,O
.,O
New,O
methods,O
of,O
evaluating,O
and,O
comparing,O
these,O
different,O
representations,O
are,O
needed,O
.,O
In,O
this,O
paper,O
we,O
propose,O
two,O
novel,O
annotation,B
schemes,I
that,O
characterize,O
word,O
meaning,O
in,O
context,B
in,O
a,O
graded,O
fashion,O
.,O
In,O
WSsim,B
annotation,I
",",O
the,O
applicability,O
of,O
each,O
dictionary,O
sense,O
is,O
rated,O
on,O
an,O
ordinal,B
scale,I
.,O
Usim,B
annotation,I
directly,O
rates,O
the,O
similarity,O
of,O
pairs,O
of,O
usages,O
of,O
the,O
same,O
lemma,B
",",O
again,O
on,O
a,O
scale,O
.,O
We,O
find,O
that,O
the,O
novel,O
annotation,O
schemes,O
show,O
good,O
interannotator,B
agreement,I
",",O
as,O
well,O
as,O
a,O
strong,B
correlation,I
with,O
traditional,O
single,O
-,O
sense,O
annotation,B
and,O
with,O
annotation,B
of,O
multiple,O
lexical,B
paraphrases,I
.,O
Annotators,B
make,O
use,O
of,O
the,O
whole,O
ordinal,B
scale,I
",",O
and,O
give,O
fine,B
-,I
grained,I
judgments,I
that,O
â,O
mix,O
and,O
match,O
â,O
senses,O
for,O
each,O
individual,O
usage,O
.,O
We,O
also,O
find,O
that,O
the,O
Usim,B
ratings,I
obey,O
the,O
triangle,O
inequality,O
",",O
justifying,O
models,O
that,O
treat,O
usage,O
similarity,O
as,O
metric,B
.,O
There,O
has,O
recently,O
been,O
much,O
work,O
on,O
grouping,O
senses,O
into,O
coarse,B
-,I
grained,I
groups,I
.,O
We,O
demonstrate,O
that,O
graded,B
WSsim,I
and,O
Usim,B
ratings,I
can,O
be,O
used,O
to,O
analyze,O
existing,O
coarse,B
-,I
grained,I
sense,I
groupings,O
to,O
identify,O
sense,O
groups,O
that,O
may,O
not,O
match,O
intuitions,O
of,O
untrained,O
native,O
speakers,O
.,O
In,O
the,O
course,O
of,O
the,O
comparison,O
",",O
we,O
also,O
show,O
that,O
the,O
WSsim,B
ratings,I
are,O
not,O
subsumed,O
by,O
any,O
static,B
sense,I
grouping,I
.,O
Knowing,O
the,O
degree,O
of,O
semantic,B
contrast,O
between,O
words,O
has,O
widespread,O
application,O
in,O
natural,B
language,I
processing,I
",",O
including,O
machine,B
translation,I
",",O
information,B
retrieval,I
",",O
and,O
dialogue,B
systems,I
.,O
Manually,O
created,O
lexicons,B
focus,O
on,O
opposites,O
",",O
such,O
as,O
hot,O
and,O
cold,O
.,O
Opposites,O
are,O
of,O
many,O
kinds,O
such,O
as,O
antipodals,B
",",O
complementaries,B
",",O
and,O
gradable,B
.,O
Existing,O
lexicons,B
often,O
do,O
not,O
classify,O
opposites,O
into,O
the,O
different,O
kinds,O
",",O
however,O
.,O
They,O
also,O
do,O
not,O
explicitly,O
list,O
word,B
pairs,I
that,O
are,O
not,O
opposites,O
but,O
yet,O
have,O
some,O
degree,O
of,O
contrast,O
in,O
meaning,O
",",O
such,O
as,O
warm,O
and,O
cold,O
or,O
tropical,O
and,O
freezing,O
.,O
We,O
propose,O
an,O
automatic,O
method,O
to,O
identify,O
contrasting,O
word,B
pairs,I
that,O
is,O
based,O
on,O
the,O
hypothesis,O
that,O
if,O
a,O
pair,B
of,I
words,I
",",O
A,O
and,O
B,O
",",O
are,O
contrasting,O
",",O
then,O
there,O
is,O
a,O
pair,O
of,O
opposites,O
",",O
C,O
and,O
D,O
",",O
such,O
that,O
A,O
and,O
C,O
are,O
strongly,O
related,O
and,O
B,O
and,O
D,O
are,O
strongly,O
related,O
.,O
(,O
For,O
example,O
",",O
there,O
exists,O
the,O
pair,O
of,O
opposites,O
hot,O
and,O
cold,O
such,O
that,O
tropical,O
is,O
related,O
to,O
hot,O
",",O
and,O
freezing,O
is,O
related,O
to,O
cold,O
.,O
),O
We,O
will,O
call,O
this,O
the,O
contrast,O
hypothesis,O
.,O
We,O
begin,O
with,O
a,O
large,B
crowdsourcing,B
experiment,I
to,O
determine,O
the,O
amount,O
of,O
human,O
agreement,O
on,O
the,O
concept,O
of,O
oppositeness,O
and,O
its,O
different,O
kinds,O
.,O
In,O
the,O
process,O
",",O
we,O
flesh,O
out,O
key,O
features,O
of,O
different,O
kinds,O
of,O
opposites,O
.,O
We,O
then,O
present,O
an,O
automatic,O
and,O
empirical,B
measure,I
of,O
lexical,B
contrast,I
that,O
relies,O
on,O
the,O
contrast,O
hypothesis,O
",",O
corpus,B
statistics,O
",",O
and,O
the,O
structure,O
of,O
a,O
Roget,B
-,I
like,I
thesaurus,I
.,O
We,O
show,O
how,O
",",O
using,O
four,O
different,O
data,B
sets,I
",",O
we,O
evaluated,B
our,O
approach,O
on,O
two,O
different,O
tasks,B
",",O
solving,O
â,O
most,O
contrasting,O
word,O
â,O
questions,O
and,O
distinguishing,O
synonyms,B
from,O
opposites,O
.,O
The,O
results,O
are,O
analyzed,O
across,O
four,O
parts,B
of,I
speech,I
and,O
across,O
five,O
different,O
kinds,O
of,O
opposites,O
.,O
We,O
show,O
that,O
the,O
proposed,O
measure,O
of,O
lexical,B
contrast,I
obtains,O
high,O
precision,O
and,O
large,O
coverage,O
",",O
outperforming,O
existing,O
methods,O
.,O
This,O
work,O
is,O
focused,O
on,O
in,O
machine,B
learning,I
for,O
coreference,B
resolution,I
.,O
Coreference,B
resolution,I
is,O
a,O
natural,B
language,I
processing,I
task,I
that,O
consists,O
of,O
determining,O
the,O
expressions,O
in,O
a,O
discourse,B
that,O
refer,O
to,O
the,O
same,O
entity,O
.,O
The,O
main,O
contributions,O
of,O
this,O
article,O
are,O
(,O
i,O
),O
a,O
new,O
approach,O
to,O
coreference,B
resolution,I
based,O
on,O
constraint,B
satisfaction,I
",",O
using,O
a,O
hypergraph,B
to,O
represent,O
the,O
problem,O
and,O
solving,O
it,O
by,O
relaxation,B
labeling,I
;,O
and,O
(,O
ii,O
),O
research,O
towards,O
improving,O
coreference,B
resolution,I
performance,I
using,O
world,B
knowledge,I
extracted,O
from,O
Wikipedia,O
.,O
The,O
developed,O
approach,O
is,O
able,O
to,O
use,O
an,O
entity,B
-,I
mention,I
classification,I
model,I
with,O
more,O
expressiveness,O
than,O
the,O
pair,B
-,I
based,I
ones,O
",",O
and,O
overcome,O
the,O
weaknesses,O
of,O
previous,O
approaches,O
in,O
the,O
state,B
of,I
the,I
art,I
such,O
as,O
linking,B
contradictions,I
",",O
classifications,B
without,O
context,B
",",O
and,O
lack,O
of,O
information,O
evaluating,O
pairs,O
.,O
Furthermore,O
",",O
the,O
approach,O
allows,O
the,O
incorporation,O
of,O
new,O
information,O
by,O
adding,O
constraints,O
",",O
and,O
research,O
has,O
been,O
done,O
in,O
order,O
to,O
use,O
world,O
knowledge,O
to,O
improve,O
performances,O
.,O
RelaxCor,O
",",O
the,O
implementation,O
of,O
the,O
approach,O
",",O
achieved,O
results,O
at,O
the,O
state,B
-,I
of,I
-,I
the,I
-,I
art,I
level,O
",",O
and,O
participated,O
in,O
international,O
competitions,O
:,O
SemEval-2010,O
and,O
CoNLL-2011,O
.,O
RelaxCor,O
achieved,O
second,O
place,O
in,O
CoNLL-2011,O
.,O
What,O
is,O
here,O
called,O
controlled,B
natural,I
language,I
(,O
CNL,B
),O
has,O
traditionally,O
been,O
given,O
many,O
different,O
names,O
.,O
Especially,O
during,O
the,O
last,O
four,O
decades,O
",",O
a,O
wide,O
variety,O
of,O
such,O
languages,B
have,O
been,O
designed,O
.,O
They,O
are,O
applied,O
to,O
improve,O
communication,B
among,O
humans,O
",",O
to,O
improve,O
translation,B
",",O
or,O
to,O
provide,O
natural,B
and,O
intuitive,O
representations,O
for,O
formal,O
notations,B
.,O
Despite,O
the,O
apparent,O
differences,O
",",O
it,O
seems,O
sensible,O
to,O
put,O
all,O
these,O
languages,B
under,O
the,O
same,O
umbrella,O
.,O
To,O
bring,O
order,O
to,O
the,O
variety,O
of,O
languages,B
",",O
a,O
general,O
classification,B
scheme,I
is,O
presented,O
here,O
.,O
A,O
comprehensive,O
survey,O
of,O
existing,O
English,B
-,I
based,I
CNLs,I
is,O
given,O
",",O
listing,O
and,O
describing,O
100,O
languages,B
from,O
1930,O
until,O
today,O
.,O
Classification,B
of,O
these,O
languages,B
reveals,O
that,O
they,O
form,O
a,O
single,O
scattered,O
cloud,O
filling,O
the,O
conceptual,O
space,O
between,O
natural,B
languages,I
such,O
as,O
English,B
on,O
the,O
one,O
end,O
and,O
formal,B
languages,I
such,O
as,O
propositional,B
logic,I
on,O
the,O
other,O
.,O
The,O
goal,O
of,O
this,O
article,O
is,O
to,O
provide,O
a,O
common,O
terminology,B
and,O
a,O
common,O
model,B
for,O
CNL,B
",",O
to,O
contribute,O
to,O
the,O
understanding,B
of,O
their,O
general,O
nature,O
",",O
to,O
provide,O
a,O
starting,O
point,O
for,O
researchers,O
interested,O
in,O
the,O
area,O
",",O
and,O
to,O
help,O
developers,O
to,O
make,O
design,O
decisions,O
.,O
The,O
written,O
form,O
of,O
the,O
Arabic,B
language,I
",",O
Modern,B
Standard,I
Arabic,I
(,O
MSA,B
),O
",",O
differs,O
in,O
a,O
non,O
-,O
trivial,O
manner,O
from,O
the,O
various,O
spoken,B
regional,I
dialects,I
of,O
Arabic,B
â,O
the,O
true,O
â,O
native,B
languages,B
â,O
of,O
Arabic,B
speakers,I
.,O
Those,O
dialects,O
",",O
in,O
turn,O
",",O
differ,O
quite,O
a,O
bit,O
from,O
each,O
other,O
.,O
However,O
",",O
due,O
to,O
MSA,B
's,O
prevalence,O
in,O
written,B
form,I
",",O
almost,O
all,O
Arabic,B
data,B
sets,I
have,O
predominantly,O
MSA,B
content,O
.,O
In,O
this,O
article,O
",",O
we,O
describe,O
the,O
creation,O
of,O
a,O
novel,O
Arabic,B
resource,O
with,O
dialect,B
annotations,B
.,O
We,O
have,O
created,O
a,O
large,O
monolingual,B
data,I
set,I
rich,O
in,O
dialectal,B
Arabic,B
content,O
called,O
the,O
Arabic,B
On,I
-,I
line,I
Commentary,I
Data,B
set,I
(,O
Zaidan,O
and,O
Callison,O
-,O
Burch,O
2011,O
),O
.,O
We,O
describe,O
our,O
annotation,B
effort,O
to,O
identify,O
the,O
dialect,B
level,I
(,O
and,O
dialect,B
itself,O
),O
in,O
each,O
of,O
more,O
than,O
100000,O
sentences,B
from,O
the,O
data,B
set,O
by,O
crowdsourcing,B
the,O
annotation,B
task,I
",",O
and,O
delve,O
into,O
interesting,O
annotator,B
behaviors,O
(,O
like,O
over,O
-,O
identification,B
of,O
one,O
's,O
own,O
dialect,B
),O
.,O
Using,O
this,O
new,O
annotated,B
data,B
set,I
",",O
we,O
consider,O
the,O
task,O
of,O
Arabic,B
dialect,I
identification,I
:,O
Given,O
the,O
word,B
sequence,B
forming,O
an,O
Arabic,B
sentence,B
",",O
determine,O
the,O
variety,O
of,O
Arabic,B
in,O
which,O
it,O
is,O
written,O
.,O
We,O
use,O
the,O
data,B
to,O
train,B
and,O
evaluate,B
automatic,B
classifiers,I
for,O
dialect,B
identification,I
",",O
and,O
establish,O
that,O
classifiers,B
using,O
dialectal,B
data,B
significantly,O
and,O
dramatically,O
outperform,O
baselines,O
that,O
use,O
MSA,B
-,O
only,O
data,B
",",O
achieving,O
near,O
-,O
human,O
classification,B
accuracy,B
.,O
Finally,O
",",O
we,O
apply,O
our,O
classifiers,B
to,O
discover,O
dialectical,B
data,I
from,O
a,O
large,O
Web,B
crawl,I
consisting,O
of,O
3.5,O
million,O
pages,O
mined,O
from,O
on,O
-,O
line,O
Arabic,B
newspapers,O
.,O
Word,B
Sense,I
Disambiguation,I
(,O
WSD,B
),O
systems,B
automatically,B
choose,O
the,O
intended,O
meaning,O
of,O
a,O
word,B
in,O
context,B
.,O
In,O
this,O
article,O
we,O
present,O
a,O
WSD,B
algorithm,I
based,O
on,O
random,O
walks,O
over,O
large,O
Lexical,B
Knowledge,I
Bases,I
(,O
LKB,B
),O
.,O
We,O
show,O
that,O
our,O
algorithm,B
performs,O
better,O
than,O
other,O
graph,B
-,O
based,O
methods,O
when,O
run,O
on,O
a,O
graph,B
built,O
from,O
WordNet,B
and,O
eXtended,B
WordNet,I
.,O
Our,O
algorithm,B
and,O
LKB,B
combination,I
compares,O
favorably,O
to,O
other,O
knowledge,B
-,I
based,I
approaches,I
in,O
the,O
literature,O
that,O
use,O
similar,O
knowledge,B
on,O
a,O
variety,O
of,O
English,B
data,B
sets,I
and,O
a,O
data,B
set,I
on,O
Spanish,B
.,O
We,O
include,O
a,O
detailed,O
analysis,B
of,O
the,O
factors,O
that,O
affect,O
the,O
algorithm,B
.,O
The,O
algorithm,B
and,O
the,O
LKBs,B
used,O
are,O
publicly,O
available,O
",",O
and,O
the,O
results,O
easily,O
reproducible,O
.,O
Finding,O
the,O
right,O
representations,O
for,O
words,B
is,O
critical,O
for,O
building,O
accurate,O
NLP,B
systems,I
when,O
domain,O
-,O
specific,O
labeled,B
data,B
for,O
the,O
task,B
is,O
scarce,O
.,O
This,O
article,O
investigates,O
novel,O
techniques,O
for,O
extracting,B
features,I
from,O
n,B
-,I
gram,I
models,O
",",O
Hidden,B
Markov,I
Models,I
",",O
and,O
other,O
statistical,B
language,I
models,I
",",O
including,O
a,O
novel,O
Partial,O
Lattice,B
Markov,I
Random,I
Field,I
model,I
.,O
Experiments,B
on,O
part,O
-,O
of,O
-,O
speech,B
tagging,I
and,O
information,B
extraction,I
",",O
among,O
other,O
tasks,O
",",O
indicate,O
that,O
features,B
taken,O
from,O
statistical,B
language,I
models,I
",",O
in,O
combination,O
with,O
more,O
traditional,B
features,I
",",O
outperform,O
traditional,O
representations,B
alone,O
",",O
and,O
that,O
graphical,B
model,I
representations,I
outperform,O
n,B
-,I
gram,I
models,I
",",O
especially,O
on,O
sparse,B
and,I
polysemous,I
words,I
.,O
Frame,B
semantics,I
is,O
a,O
linguistic,B
theory,I
that,O
has,O
been,O
instantiated,O
for,O
English,B
in,O
the,O
FrameNet,B
lexicon,I
.,O
We,O
solve,O
the,O
problem,O
of,O
frame,O
-,O
semantic,B
parsing,I
using,O
a,O
two,O
-,O
stage,O
statistical,B
model,I
that,O
takes,O
lexical,B
targets,O
(,O
i.e.,O
",",O
content,O
words,B
and,O
phrases,B
),O
in,O
their,O
sentential,B
contexts,I
and,O
predicts,B
frame,I
-,O
semantic,B
structures,I
.,O
Given,O
a,O
target,O
in,O
context,B
",",O
the,O
first,O
stage,O
disambiguates,B
it,O
to,O
a,O
semantic,B
frame,I
.,O
This,O
model,B
uses,O
latent,B
variables,I
and,O
semi,B
-,I
supervised,I
learning,I
to,O
improve,O
frame,B
disambiguation,I
for,O
targets,O
unseen,O
at,O
training,B
time,I
.,O
The,O
second,O
stage,O
finds,O
the,O
target,O
's,O
locally,O
expressed,O
semantic,B
arguments,I
.,O
At,O
inference,B
time,I
",",O
a,O
fast,O
exact,O
dual,O
decomposition,B
algorithm,I
collectively,O
predicts,B
all,O
the,O
arguments,B
of,O
a,O
frame,B
at,O
once,O
in,O
order,O
to,O
respect,O
declaratively,O
stated,O
linguistic,B
constraints,I
",",O
resulting,O
in,O
qualitatively,O
better,O
structures,O
than,O
naÃ¯ve,B
local,I
predictors,I
.,O
Both,O
components,O
are,O
feature,B
-,O
based,O
and,O
discriminatively,O
trained,B
on,O
a,O
small,O
set,O
of,O
annotated,B
frame,I
-,O
semantic,B
parses,I
.,O
On,O
the,O
SemEval,B
2007,O
benchmark,B
data,I
set,I
",",O
the,O
approach,O
",",O
along,O
with,O
a,O
heuristic,B
identifier,I
of,O
frame,B
-,O
evoking,O
targets,B
",",O
outperforms,B
the,O
prior,O
state,O
of,O
the,O
art,O
by,O
significant,O
margins,O
.,O
Additionally,O
",",O
we,O
present,O
experiments,O
on,O
the,O
much,O
larger,O
FrameNet,B
1.5,O
data,B
set,I
.,O
We,O
have,O
released,O
our,O
frame,O
-,O
semantic,B
parser,I
as,O
open,O
-,O
source,O
software,O
.,O
Authorship,B
attribution,I
deals,O
with,O
identifying,O
the,O
authors,O
of,O
anonymous,O
texts,B
.,O
Traditionally,O
",",O
research,O
in,O
this,O
field,O
has,O
focused,O
on,O
formal,B
texts,I
",",O
such,O
as,O
essays,O
and,O
novels,O
",",O
but,O
recently,O
more,O
attention,O
has,O
been,O
given,O
to,O
texts,B
generated,I
by,O
on,O
-,O
line,O
users,O
",",O
such,O
as,O
e,O
-,O
mails,O
and,O
blogs,O
.,O
Authorship,O
attribution,I
of,O
such,O
on,O
-,O
line,B
texts,I
is,O
a,O
more,O
challenging,O
task,B
than,O
traditional,O
authorship,O
attribution,B
",",O
because,O
such,O
texts,B
tend,O
to,O
be,O
short,O
",",O
and,O
the,O
number,O
of,O
candidate,O
authors,O
is,O
often,O
larger,O
than,O
in,O
traditional,O
settings,O
.,O
We,O
address,O
this,O
challenge,O
by,O
using,O
topic,O
models,B
to,O
obtain,O
author,O
representations,B
.,O
In,O
addition,O
to,O
exploring,O
novel,O
ways,O
of,O
applying,O
two,O
popular,O
topic,B
models,I
to,O
this,O
task,O
",",O
we,O
test,O
our,O
new,O
model,O
that,O
projects,O
authors,O
and,O
documents,B
to,O
two,O
disjoint,B
topic,I
spaces,I
.,O
Utilizing,O
our,O
model,B
in,O
authorship,O
attribution,B
yields,O
state,O
-,O
of,O
-,O
the,O
-,O
art,O
performance,O
on,O
several,O
data,B
sets,I
",",O
containing,O
either,O
formal,B
texts,I
written,O
by,O
a,O
few,O
authors,O
or,O
informal,O
texts,B
generated,I
by,O
tens,O
to,O
thousands,O
of,O
on,O
-,O
line,O
users,O
.,O
We,O
also,O
present,O
experimental,B
results,O
that,O
demonstrate,O
the,O
applicability,O
of,O
topical,B
author,I
representations,I
to,O
two,O
other,O
problems,O
:,O
inferring,B
the,O
sentiment,B
polarity,I
of,O
texts,B
",",O
and,O
predicting,B
the,O
ratings,B
that,O
users,O
would,O
give,O
to,O
items,O
such,O
as,O
movies,O
.,O
Recent,O
research,O
has,O
shown,O
clear,O
improvement,O
in,O
translation,B
quality,I
by,O
exploiting,O
linguistic,B
syntax,I
for,O
either,O
the,O
source,O
or,O
target,B
language,I
.,O
However,O
",",O
when,O
using,O
syntax,B
for,O
both,O
languages,B
(,O
â,O
tree,B
-,I
to,I
-,I
tree,I
â,O
translation,B
),O
",",O
there,O
is,O
evidence,O
that,O
syntactic,B
divergence,I
can,O
hamper,O
the,O
extraction,B
of,O
useful,O
rules,O
(,O
Ding,O
and,O
Palmer,O
2005,O
),O
.,O
Smith,O
and,O
Eisner,O
(,O
2006,O
),O
introduced,O
quasi,B
-,O
synchronous,B
grammar,I
",",O
a,O
formalism,B
that,O
treats,O
non,O
-,O
isomorphic,B
structure,I
softly,O
using,O
features,B
rather,O
than,O
hard,O
constraints,O
.,O
Although,O
a,O
natural,B
fit,I
for,O
translation,B
modeling,I
",",O
its,O
flexibility,O
has,O
proved,O
challenging,O
for,O
building,O
real,O
-,O
world,O
systems,O
.,O
In,O
this,O
article,O
",",O
we,O
present,O
a,O
tree,O
-,O
to,O
-,O
tree,O
machine,B
translation,I
system,O
inspired,O
by,O
quasi,B
-,I
synchronous,I
grammar,I
.,O
The,O
core,O
of,O
our,O
approach,O
is,O
a,O
new,O
model,O
that,O
combines,O
phrases,B
and,O
dependency,B
syntax,I
",",O
integrating,O
the,O
advantages,O
of,O
phrase,B
-,I
based,I
and,O
syntax,B
-,I
based,I
translation,I
.,O
We,O
report,O
statistically,O
significant,O
improvements,O
over,O
a,O
phrase,B
-,I
based,I
baseline,I
on,O
five,O
of,O
seven,O
test,O
sets,O
across,O
four,O
language,B
pairs,I
.,O
We,O
also,O
present,O
encouraging,O
preliminary,O
results,O
on,O
the,O
use,O
of,O
unsupervised,B
dependency,I
parsing,I
for,O
syntax,B
-,I
based,I
machine,I
translation,I
.,O
Linguistic,B
steganography,I
is,O
concerned,O
with,O
hiding,O
information,B
in,O
natural,B
language,I
text,I
.,O
One,O
of,O
the,O
major,O
transformations,O
used,O
in,O
linguistic,B
steganography,I
is,O
synonym,B
substitution,I
.,O
However,O
",",O
few,O
existing,O
studies,O
have,O
studied,O
the,O
practical,O
application,O
of,O
this,O
approach,O
.,O
In,O
this,O
article,O
we,O
propose,O
two,O
improvements,O
to,O
the,O
use,O
of,O
synonym,B
substitution,I
for,O
encoding,B
hidden,I
bits,I
of,O
information,B
.,O
First,O
",",O
we,O
use,O
the,O
Google,O
n,B
-,I
gram,I
corpus,I
for,O
checking,O
the,O
applicability,O
of,O
a,O
synonym,B
in,O
context,B
",",O
and,O
we,O
evaluate,B
this,O
method,O
using,O
data,B
from,O
the,O
SemEval,B
lexical,I
substitution,I
task,O
and,O
human,O
annotated,B
data,B
.,O
Second,O
",",O
we,O
address,O
the,O
problem,O
that,O
arises,O
from,O
words,B
with,O
more,O
than,O
one,O
sense,O
",",O
which,O
creates,O
a,O
potential,O
ambiguity,B
in,O
terms,O
of,O
which,O
bits,O
are,O
represented,O
by,O
a,O
particular,O
word,B
.,O
We,O
develop,O
a,O
novel,O
method,O
in,O
which,O
words,B
are,O
the,O
vertices,O
in,O
a,O
graph,B
",",O
synonyms,B
are,O
linked,O
by,O
edges,O
",",O
and,O
the,O
bits,O
assigned,O
to,O
a,O
word,B
are,O
determined,O
by,O
a,O
vertex,B
coding,I
algorithm,I
.,O
This,O
method,O
ensures,O
that,O
each,O
word,B
represents,O
a,O
unique,B
sequence,I
of,O
bits,O
",",O
without,O
cutting,O
out,O
large,O
numbers,O
of,O
synonyms,B
",",O
and,O
thus,O
maintains,O
a,O
reasonable,O
embedding,B
capacity,O
.,O
This,O
paper,O
is,O
concerned,O
with,O
automatic,B
generation,I
of,O
all,O
possible,O
questions,O
from,O
a,O
topic,O
of,O
interest,O
.,O
Specifically,O
",",O
we,O
consider,O
that,O
each,O
topic,O
is,O
associated,O
with,O
a,O
body,O
of,O
texts,O
containing,O
useful,O
information,O
about,O
the,O
topic,O
.,O
Then,O
",",O
questions,O
are,O
generated,B
by,O
exploiting,O
the,O
named,B
entity,I
information,I
and,O
the,O
predicate,B
argument,I
structures,I
of,O
the,O
sentences,O
present,O
in,O
the,O
body,O
of,O
texts,O
.,O
The,O
importance,O
of,O
the,O
generated,B
questions,I
is,O
measured,O
using,O
Latent,B
Dirichlet,I
Allocation,I
by,O
identifying,O
the,O
subtopics,O
(,O
which,O
are,O
closely,O
related,O
to,O
the,O
original,O
topic,O
),O
in,O
the,O
given,O
body,O
of,O
texts,O
and,O
applying,O
the,O
Extended,B
String,I
Subsequence,I
Kernel,I
to,O
calculate,O
their,O
similarity,B
with,O
the,O
questions,O
.,O
We,O
also,O
propose,O
the,O
use,O
of,O
syntactic,B
tree,I
kernels,I
for,O
the,O
automatic,B
judgment,I
of,O
the,O
syntactic,B
correctness,I
of,O
the,O
questions,O
.,O
The,O
questions,O
are,O
ranked,O
by,O
considering,O
both,O
their,O
importance,B
(,O
in,O
the,O
context,O
of,O
the,O
given,O
body,O
of,O
texts,O
),O
and,O
syntactic,B
correctness,I
.,O
To,O
the,O
best,O
of,O
our,O
knowledge,O
",",O
no,O
previous,O
study,O
has,O
accomplished,O
this,O
task,O
in,O
our,O
setting,O
.,O
A,O
series,O
of,O
experiments,O
demonstrate,O
that,O
the,O
proposed,O
topic,O
-,O
to,O
-,O
question,B
generation,I
approach,I
can,O
significantly,O
outperform,O
the,O
state,O
-,O
of,O
-,O
the,O
-,O
art,O
results,O
.,O
Manually,B
annotated,I
corpora,I
are,O
indispensable,O
resources,O
",",O
yet,O
for,O
many,O
annotation,B
tasks,I
",",O
such,O
as,O
the,O
creation,O
of,O
treebanks,B
",",O
there,O
exist,O
multiple,O
corpora,B
with,O
different,O
and,O
incompatible,O
annotation,B
guidelines,I
.,O
This,O
leads,O
to,O
an,O
inefficient,O
use,O
of,O
human,O
expertise,O
",",O
but,O
it,O
could,O
be,O
remedied,O
by,O
integrating,O
knowledge,O
across,O
corpora,B
with,O
different,O
annotation,B
guidelines,I
.,O
In,O
this,O
article,O
we,O
describe,O
the,O
problem,O
of,O
annotation,B
adaptation,I
and,O
the,O
intrinsic,B
principles,I
of,O
the,O
solutions,O
",",O
and,O
present,O
a,O
series,O
of,O
successively,O
enhanced,O
models,B
that,O
can,O
automatically,B
adapt,O
the,O
divergence,B
between,O
different,O
annotation,B
formats,I
.,O
We,O
evaluate,O
our,O
algorithms,B
on,O
the,O
tasks,O
of,O
Chinese,O
word,B
segmentation,I
and,O
dependency,B
parsing,I
.,O
For,O
word,B
segmentation,I
",",O
where,O
there,O
are,O
no,O
universal,B
segmentation,I
guidelines,I
because,O
of,O
the,O
lack,O
of,O
morphology,B
in,O
Chinese,O
",",O
we,O
perform,O
annotation,B
adaptation,I
from,O
the,O
much,O
larger,O
People,O
s,O
Daily,O
corpus,B
to,O
the,O
smaller,O
but,O
more,O
popular,O
Penn,B
Chinese,I
Treebank,I
.,O
For,O
dependency,B
parsing,I
",",O
we,O
perform,O
annotation,B
adaptation,I
from,O
the,O
Penn,B
Chinese,I
Treebank,I
to,O
a,O
semantics,B
-,O
oriented,O
Dependency,B
Treebank,I
",",O
which,O
is,O
annotated,B
using,O
significantly,O
different,O
annotation,B
guidelines,I
.,O
In,O
both,O
experiments,O
",",O
automatic,B
annotation,I
adaptation,I
brings,O
significant,O
improvement,O
",",O
achieving,O
state,O
-,O
of,O
-,O
the,O
-,O
art,O
performance,O
despite,O
the,O
use,O
of,O
purely,O
local,O
features,B
in,O
training,B
In,O
this,O
article,O
we,O
address,O
the,O
task,O
of,O
cross,B
-,I
lingual,I
sentiment,I
lexicon,I
learning,I
",",O
which,O
aims,O
to,O
automatically,B
generate,I
sentiment,I
lexicons,I
for,O
the,O
target,B
languages,I
with,O
available,O
English,O
sentiment,B
lexicons,I
.,O
We,O
formalize,O
the,O
task,O
as,O
a,O
learning,B
problem,I
on,O
a,O
bilingual,B
word,I
graph,I
",",O
in,O
which,O
the,O
intra,B
-,I
language,I
relations,I
among,O
the,O
words,B
in,O
the,O
same,O
